nome;valor;categoria;tipo;quartos;banheiros;area;detalhes;logradouro
// Moradas das Árvores 123m² //;R$ 290.043;Apartamentos;Venda - apartamento padrão;4;3;123m²;Varanda, Área de serviço, Churrasqueira, Quarto de serviço, Piscina, Salão de festas, 10;Avenida Adélia Franco - até 9998 - lado par
~ Lote na Atalaia;R$ 800.033;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;840m²;Não definido;Rua Roberto César Rocha Souza - lado par
// Kenoa condomínio alto padrão .;R$ 730.021;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;360m²;Não definido;Rua Doutor Silvio Cabral de Santana
Apartamento 2/4 no Arboris Jabotiana /;R$ 260.070;Apartamentos;Venda - apartamento padrão;2;2;Não definido;Academia, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Avenida Silvério Leite Fontes - lado ímpar
+ Lote no Mosqueiro Pov. Areia Branca;R$ 60.189;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;500m²;Não definido;Não definido
Mansão Champs Elysees /;R$ 720.085;Apartamentos;Venda - apartamento padrão;3;4;178m²;Não definido;Não definido
Edifício Ana Maria ~;R$ 178.095;Apartamentos;Venda - apartamento padrão;3;2;78m²;Não definido;Não definido
Encantos do Bosque !;R$ 205.050;Apartamentos;Venda - apartamento padrão;3;2;64m²;Não definido;Não definido
~ Damha com 1100m2;R$ 575.116;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;1100m²;Não definido;Não definido
! Praias do Ceará;R$ 100.182;Apartamentos;Venda - apartamento padrão;3;1;Não definido;Não definido;Não definido
! Classic Jardins;R$ 539.008;Apartamentos;Venda - apartamento padrão;3;3;115m²;Não definido;Não definido
/ Apartamento de 2/4 e Suíte no Cond. Life Jabotiana;R$ 255.171;Apartamentos;Venda - apartamento padrão;2;2;Não definido;Não definido;Avenida Silvério Leite Fontes - lado ímpar
Classique Jardins #;R$ 539.085;Apartamentos;Venda - apartamento padrão;3;3;115m²;Não definido;Não definido
Residencial Dahma +;R$ 360.066;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;570m²;Não definido;Não definido
+ Ed. Santorini - Grageru;R$ 390.196;Apartamentos;Venda - apartamento padrão;3;3;98m²;Ar condicionado, Academia, Armários embutidos, Varanda, Área de serviço, Churrasqueira, Quarto de serviço, Piscina, Salão de festas, 10;Não definido
< Condomínio Jardim Primavera no Bairro Luzia.;R$ 180.157;Apartamentos;Venda - apartamento padrão;3;2;83m²;Armários embutidos, Varanda, Área de serviço, Churrasqueira, Quarto de serviço, Piscina, Salão de festas, 10;Não definido
Alameda Verdejar >;R$ 425.120;Apartamentos;Venda - apartamento padrão;3;2;80m²;Não definido;Não definido
Portal da praia no Bairro Coroa do meio. ~;R$ 260.111;Apartamentos;Venda - apartamento padrão;0;1;73m²;Armários embutidos, Varanda, Área de serviço, Churrasqueira, Quarto de serviço, Piscina, Salão de festas, 10;Não definido
+ Casa no Conjunto Augusto Franco Bairro Farolandia;R$ 235.061;Casas;Venda - casa em rua pública;3;1;162m²;Não definido;Não definido
Casa no 18 do Forte Próximo a Maternidade ,;R$ 295.119;Casas;Venda - casa em rua pública;4;4;Não definido;Não definido;Não definido
Casa no Augusto Franco, Bairro Farolandia, Ótima Localização!!! -;R$ 290.168;Casas;Venda - casa em rua pública;3;2;162m²;Não definido;Não definido
+ Casa no Conjunto Augusto Franco Bairro Farolandia;R$ 235.061;Casas;Venda - casa em rua pública;3;1;162m²;Não definido;Não definido
Casa no 18 do Forte Próximo a Maternidade ,;R$ 295.119;Casas;Venda - casa em rua pública;4;4;Não definido;Não definido;Não definido
Casa no Augusto Franco, Bairro Farolandia, Ótima Localização!!! -;R$ 290.168;Casas;Venda - casa em rua pública;3;2;162m²;Não definido;Não definido
. Sueli Fontes - Atalaia;R$ 360.171;Apartamentos;Venda - apartamento padrão;3;2;89m²;Não definido;Não definido
+ Casa no Conj. Augusto franco, Bairro Farolandia;R$ 300.050;Casas;Venda - casa em rua pública;3;1;162m²;Não definido;Não definido
~ Clube do Parque;R$ 410.176;Apartamentos;Venda - apartamento padrão;2;2;98m²;Não definido;Não definido
Excelente casa no Alphaville 1 - Barra dos coqueiros ;R$ 630.000;Casas;Venda - casa em condominio fechado;3;3;Não definido;Área de serviço, Churrasqueira;Não definido
Praias do Forte ~;R$ 97.039;Apartamentos;Venda - apartamento padrão;3;1;Não definido;Não definido;Não definido
Casa com piscina - Atalaia;R$ 550.000;Casas;Venda - casa em rua pública;4;3;170m²;Não definido;Avenida Delmiro Gouveia
Oportunidade Única! Apto 3 quartos (1Suíte) todo mobiliado no Santa Lúcia / Jabotiana - Ar;R$ 160.000;Apartamentos;Venda - apartamento padrão;3;1;80m²;Ar condicionado, Salão de festas, Mobiliado;Rua Raul Ribeiro Nunes
Casa para venda com 408 m2  com 4 suítes em Atalaia - Aracaju - Sergipe;R$ 1.200.000;Casas;Venda - casa em rua pública;4;5 ou mais;402m²;Não definido;Praça Alcebíades Paes
Casa para venda tem 160m2 Res Luar da Barra 2 Barra dos Coqueiros - Sergipe;R$ 230.000;Casas;Venda - casa em rua pública;3;2;160m²;Piscina;Não definido
Apartamento para venda possui 65 metros quadrados com 3 quartos em Farolândia - Aracaju - ;R$ 304.000;Apartamentos;Venda - apartamento padrão;3;1;65m²;Não definido;Rua Manoel Vicente de Brito
Ap próximo a Orla de Atalaia ;R$ 230;Temporada;Apartamento;2;Não definido;Não definido;Não definido;Rua Francisco Rabelo Leite Neto
ARBORIS JABOTIANA REFORMADO 3/4 R$329.000 ;R$ 329.000;Apartamentos;Venda - apartamento padrão;3;2;Não definido;Não definido;Não definido
Casa à venda em Capela/SE.;R$ 140.000;Casas;Venda - casa em rua pública;3;2;135m²;Não definido;Não definido
Casa rua Dr Silvério fontes cirugia;R$ 450.000;Casas;Venda - casa em rua pública;4;4;240m²;Varanda, Área de serviço, Quarto de serviço;Não definido
Estacionamento a venda , com ótima localização no Centro de Aracaju ;R$ 1.200.000;Comércio e indústria;Não definido;Não definido;Não definido;800m²;Não definido;Rua Laranjeiras - até 1022/1023
Fazenda em Salgado toda pronta;R$ 2.498.000;Terrenos, sítios e fazendas;Fazendas;Não definido;Não definido;326m²;Não definido;Não definido
Vendo terreno no centro de Boquim;R$ 80.000;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;260m²;Não definido;Não definido
Casa no condomínio Maria Resende ;R$ 1.699.000;Casas;Venda - casa em condominio fechado;3;5 ou mais;570m²;Área de serviço, Armários na cozinha, Armários embutidos, Ar condicionado, Mobiliado, Churrasqueira, Varanda, Quarto de serviço;Não definido
Vales do sul- opção com varanda - Bairro Marivan;R$ 130.900;Apartamentos;Venda - apartamento padrão;2;1;47m²;Churrasqueira, Varanda, Academia, Piscina;Não definido
Casa no Bugio ;R$ 90.000;Casas;Venda - casa em rua pública;2;1;Não definido;Área de serviço, Armários embutidos, Varanda;Rua Beira Rio
Apartamento na Atalaia no condomínio El Viso com 108,89 m2 ;R$ 800.000;Apartamentos;Venda - apartamento padrão;2;2;108m²;Não definido;Não definido
Recanto dos Ventos ;R$ 160.000;Apartamentos;Venda - apartamento padrão;2;1;Não definido;Não definido;Avenida Presidente Tancredo Neves - de 2697 a 5655 - lado ímpar
Aracaju - Apartamento Padrão - Grageru;R$ 449.000;Apartamentos;Venda - apartamento padrão;3;1;107m²;Piscina, Área de serviço;Rua Francisco Gumercindo Bessa
Excelente apartamento no Condomínio Pérolas do Luzia à venda - Luzia - Aracaju - SE;R$ 430.000;Apartamentos;Venda - apartamento padrão;3;2;79m²;Academia, Salão de festas, Piscina, Armários na cozinha;Avenida Dulce Diniz
Apartamento de 54m² - Cond. Recanto dos Ventos ? Bairro Jabotiana>;R$ 145.000;Apartamentos;Venda - apartamento padrão;2;1;54m²;Não definido;Rua Jasiel de Brito Côrtes
Casa Duplex para Venda em Aracaju, Treze de Julho, 4 dormitórios, 2 suítes, 3 banheiros, 1;R$ 700.000;Casas;Venda - casa em rua pública;4;3;300m²;Piscina, Varanda, Churrasqueira;Rua Laura Fontes
Venda de casa ;;Casas;Venda - casa em rua pública;2;1;Não definido;Não definido;Rua Alexandre Bispo de Andrade
Casa para venda 160m2 com 3/4 e suite - Barra dos Coqueiros - Sergipe;R$ 180.000;Casas;Venda - casa em rua pública;3;2;160m²;Não definido;Não definido
Excelente apartamento no Condomínio Villa Felicitá, bairro Coroa do Meio;R$ 395.040;Apartamentos;Venda - apartamento padrão;3;4;101m²;Piscina, Área de serviço;Avenida Conselheiro João Moreira Filho - de 1/2 ao fim
Apartamento no Condomínio Recanto dos Pássaros, Bairro Ponto Novo;R$ 750;Apartamentos;Aluguel - apartamento padrão;3;2;70m²;Piscina, Área de serviço;Avenida Augusto Franco - de 2685 ao fim - lado ímpar
Central Park bairro Farolândia ;R$ 678.000;Apartamentos;Venda - apartamento padrão;3;5 ou mais;160m²;Área de serviço, Varanda, Quarto de serviço;Não definido
Marinas Art Residence;R$ 1.300.000;Apartamentos;Venda - apartamento padrão;3;1;165m²;Salão de festas, Academia, Piscina, Varanda, Mobiliado;Rua Deputado Clóvis Rollemberg
VENDO Apartamento no Condomínio D6 (Orlando Dantas);R$ 120.000;Apartamentos;Venda - apartamento padrão;3;1;Não definido;Área de serviço;Não definido
Casa à venda no bairro América;R$ 650.000;Casas;Venda - casa em rua pública;2;2;425m²;Não definido;Avenida Doutor José da Silva Ribeiro Filho - até 565/566
Galpão Comercial Aracaju - SE - Novo Paraíso;R$ 5.010;Comércio e indústria;Não definido;Não definido;Não definido;756m²;Não definido;Rua Urquiza Leal - até 693/694
Apartamento para aluguel no Rosa Elze;R$ 700;Apartamentos;Aluguel - apartamento padrão;2;1;44m²;Piscina, Salão de festas;Não definido
Vende -se Casa;R$ 0;Casas;Venda - casa em rua pública;2;1;17m²;Área de serviço;Não definido
Apartamento para Venda em Aracaju, São José, 3 dormitórios, 1 suíte, 4 banheiros, 2 vagas;R$ 455.000;Apartamentos;Venda - apartamento padrão;3;4;164m²;Academia, Varanda, Piscina, Salão de festas;Avenida Ivo do Prado - de 510 ao fim - lado par
Repleto imperdível ;R$ 340.000;Apartamentos;Venda - apartamento padrão;3;2;Não definido;Não definido;Rua José Deodoro Santos
*Apto Mansão na avenida Beira mar*;R$ 1.125.000;Apartamentos;Venda - apartamento padrão;4;Não definido;175m²;Área de serviço, Varanda, Quarto de serviço;Não definido
Apartamento no Condomonio alameda das aguas;R$ 1.100;Apartamentos;Aluguel - apartamento padrão;2;1;50m²;Área de serviço, Varanda;Avenida Etelvino Alves de Lima
Casas novas com opção de piscina, entrada parcelada.;R$ 159.500;Casas;Venda - casa em rua pública;2;2;85m²;Área de serviço, Churrasqueira, Varanda;Estrada do Aloc
Vila verde-2/4 !;R$ 180.000;Apartamentos;Venda - apartamento padrão;2;2;Não definido;Não definido;Não definido
Ótimo terreno para casa de praia, posição leste , medindo 15x35, perfeito para finais de s;R$ 30.000;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;525m²;Não definido;Não definido
Alphaville Sergipe - Lote - Oportunidade ~;R$ 220.013;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;475m²;Não definido;Não definido
~Artlife lançamento~ ;R$ 540.000;Apartamentos;Venda - apartamento padrão;3;3;98m²;Área de serviço, Varanda;Rua Álvaro Silva
Apartamento no Ariovaldo Souza para vender;R$ 235.000;Apartamentos;Venda - apartamento padrão;3;2;76m²;Piscina, Armários na cozinha, Varanda, Academia, Armários embutidos, Salão de festas, Área de serviço;Rua Maria Vasconcelos de Andrade (Res Aruanda Pr Mar)
Alphaville Sergipe - Lote - Oportunidade ~;R$ 220.013;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;475m²;Não definido;Não definido
~Artlife lançamento~ ;R$ 540.000;Apartamentos;Venda - apartamento padrão;3;3;98m²;Área de serviço, Varanda;Rua Álvaro Silva
Apartamento no Ariovaldo Souza para vender;R$ 235.000;Apartamentos;Venda - apartamento padrão;3;2;76m²;Piscina, Armários na cozinha, Varanda, Academia, Armários embutidos, Salão de festas, Área de serviço;Rua Maria Vasconcelos de Andrade (Res Aruanda Pr Mar)
Vendo Casa com 5 quartos sendo 3 suítes;R$ 750.000;Apartamentos;Venda - apartamento padrão;5 ou mais;4;520m²;Não definido;Avenida Doutor José Calumby
Casa para vender ;R$ 100.000;Casas;Venda - casa em rua pública;2;1;2m²;Não definido;Não definido
Casa com terreno na fente;R$ 50.000;Casas;Venda - casa em rua pública;1;1;18m²;Área de serviço;Não definido
Apto 3 quartos c/Desconto de BLACK FRIDAY?;R$ 628.320;Apartamentos;Venda - apartamento padrão;3;3;Não definido;Varanda, Área de serviço;Rua Jovino Silva
Procuro uma Mulher pra dividir aluguel ;;Aluguel de quartos;Não definido;Não definido;Não definido;Não definido;Não definido;Não definido
Apto Exclusivo em super localização ~Reserva Alameda~;R$ 628.320;Apartamentos;Venda - apartamento padrão;3;3;91m²;Área de serviço, Varanda;Rua Luiz Cordeiro Morais
Condomínio Encantos do bosque>;R$ 195.000;Apartamentos;Venda - apartamento padrão;3;2;66m²;Área de serviço, Salão de festas;Rua Cinco (Cond Vivendas/Encantos do Bosque)
Maison Imperattor /;R$ 400.049;Apartamentos;Venda - apartamento padrão;3;3;96m²;Ar condicionado, Academia, Armários embutidos, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
CONDOMÍNIO SÃO LOURENÇO - ARUANA +;R$ 1.250.193;Casas;Venda - casa em condominio fechado;4;1;Não definido;Não definido;Não definido
~ Casa no Terras Alphaville I - Oportunidade;R$ 680.059;Casas;Venda - casa em condominio fechado;0;1;Não definido;Não definido;Não definido
FRONT GARDEN - NA ALAMEDA DAS ÁRVORES -;R$ 700.184;Apartamentos;Venda - apartamento padrão;3;1;Não definido;Não definido;Avenida Silvério Leite Fontes - lado ímpar
Spazio Acqua 3/4 >;R$ 290.186;Apartamentos;Venda - apartamento padrão;3;2;77m²;Ar condicionado, Academia, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
HORIZONTE JARDINS - SALA COMERCIAL +;R$ 420.121;Comércio e indústria;Não definido;Não definido;Não definido;Não definido;Não definido;Avenida Silvério Leite Fontes - lado ímpar
> Recanto das Árvores - 3/4 Giardino;R$ 177.033;Apartamentos;Venda - apartamento padrão;3;1;65m²;Academia, Armários embutidos, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
GOLDEN GATE - PRÓXIMO AO PARMEGIANO. /;R$ 390.122;Apartamentos;Venda - apartamento padrão;3;1;115m²;Não definido;Avenida Silvério Leite Fontes - lado ímpar
Gentil Barbosa - Reformado -;R$ 1.350.082;Apartamentos;Venda - apartamento padrão;3;1;212m²;Ar condicionado, Academia, Armários embutidos, Varanda, Área de serviço, Churrasqueira, Quarto de serviço, Piscina, Salão de festas, 10;Não definido
Mares Maluí - Oportunidade -;R$ 85.556;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;225m²;Não definido;Não definido
, Jardim de Viena - Sombra;R$ 315.032;Apartamentos;Venda - apartamento padrão;3;1;97m²;Armários embutidos, Área de serviço, Piscina, Salão de festas, 10;Não definido
CLASSIQUE JARDINS - PRÓXIMO AO SHOPPING JARDINS ~;R$ 539.156;Apartamentos;Venda - apartamento padrão;3;1;Não definido;Não definido;Não definido
Edifício Wembley Park !;R$ 600.192;Apartamentos;Venda - apartamento padrão;4;1;Não definido;Não definido;Não definido
Mansão Domani Citta >;R$ 1.100.181;Apartamentos;Venda - apartamento padrão;3;1;Não definido;Não definido;Não definido
/ LOTE NO DAMHA - 1.800m²;R$ 680.177;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;1800m²;Não definido;Não definido
LOTE NO DAMHA - BARRA DOS COQUEIROS .;R$ 370.018;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;Não definido;Não definido;Não definido
- Mansão Benjamin de Carvalho;R$ 1.300.004;Apartamentos;Venda - apartamento padrão;3;1;189m²;Não definido;Não definido
Life Universitá - Sombra !;R$ 270.197;Apartamentos;Venda - apartamento padrão;2;2;60m²;Academia, Varanda, Área de serviço, Churrasqueira, Quarto de serviço, Piscina, Salão de festas, 10;Não definido
EDIFÍCIO TERRACE SAINT MATHEUS - ATALAIA. /;R$ 320.060;Apartamentos;Venda - apartamento padrão;0;1;101m²;Não definido;Não definido
FELICITÀ FAROL - FAROLÂNDIA ,;R$ 400.136;Apartamentos;Venda - apartamento padrão;2;1;78m²;Não definido;Não definido
Mansão Parque Belo +;R$ 1.600.040;Apartamentos;Venda - apartamento padrão;3;1;240m²;Não definido;Não definido
+ EDIFÍCIO SILVIO ROMERO - TREZE DE JULHO;R$ 258.150;Apartamentos;Venda - apartamento padrão;2;1;76m²;Não definido;Não definido
> Mansão Prime Park;R$ 1.250.188;Apartamentos;Venda - apartamento padrão;0;1;Não definido;Não definido;Não definido
LOTE NO DAMHA - PRÓXIMO AO LAGO. ,;R$ 320.104;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;Não definido;Não definido;Não definido
VIRTUOSI RESIDENCE - VISTA LIVRE +;R$ 410.076;Apartamentos;Venda - apartamento padrão;0;1;Não definido;Não definido;Avenida Silvério Leite Fontes - lado ímpar
Algarve Residence ~;R$ 750.067;Apartamentos;Venda - apartamento padrão;1;1;111m²;Não definido;Não definido
> Ecoville Residence;R$ 410.043;Apartamentos;Venda - apartamento padrão;0;1;Não definido;Não definido;Não definido
ILHAS DO CARIBE - AVENIDA SANEAMENTO <;R$ 200.181;Apartamentos;Venda - apartamento padrão;0;1;74m²;Não definido;Não definido
